age,marital,education,default,balance,housing,loan,contact,poutcome,y
37,married,secondary,no,1978,no,no,cellular,unknown,yes
80,married,primary,no,155,no,no,telephone,success,yes
46,married,secondary,no,640,yes,no,cellular,success,yes
61,married,secondary,no,4608,no,no,cellular,unknown,yes
36,married,tertiary,no,495,no,no,cellular,success,yes
77,married,primary,no,29340,no,no,cellular,other,yes
35,married,secondary,no,262,no,no,cellular,success,yes
82,divorced,primary,no,0,no,no,telephone,other,yes
67,divorced,primary,no,2027,no,no,cellular,unknown,yes
41,divorced,secondary,no,6046,yes,yes,telephone,success,yes
64,married,primary,no,2140,no,no,cellular,failure,yes
54,divorced,secondary,no,0,no,no,cellular,success,yes
46,divorced,tertiary,no,624,no,no,cellular,other,yes
35,single,secondary,no,1227,no,no,cellular,other,yes
52,single,secondary,no,436,no,yes,unknown,unknown,yes
31,single,tertiary,no,3384,no,no,cellular,success,yes
35,single,tertiary,no,5958,yes,no,cellular,unknown,yes
54,married,secondary,no,2693,no,no,cellular,other,yes
30,single,secondary,no,1681,no,no,cellular,success,yes
28,single,tertiary,no,866,no,no,cellular,unknown,yes
62,married,tertiary,no,3371,no,no,cellular,success,yes
33,single,tertiary,no,4176,no,no,cellular,unknown,yes
57,divorced,tertiary,no,3287,no,no,cellular,success,yes
56,single,tertiary,no,1947,no,no,unknown,unknown,yes
33,single,tertiary,no,7608,no,no,cellular,unknown,yes
47,married,tertiary,no,288,no,no,cellular,success,yes
27,single,secondary,no,6036,no,no,cellular,failure,yes
26,single,tertiary,no,3,yes,yes,cellular,success,yes
84,married,secondary,no,81204,no,no,telephone,success,yes
86,married,primary,no,5236,no,no,telephone,unknown,yes
46,married,unknown,no,2466,no,no,telephone,failure,yes
60,married,primary,no,7929,no,no,unknown,unknown,yes
47,married,secondary,no,70,yes,no,cellular,success,yes
19,single,secondary,no,394,no,no,cellular,unknown,yes
24,single,secondary,no,4126,no,no,cellular,failure,yes
39,divorced,tertiary,no,224,no,no,cellular,unknown,yes
50,married,primary,no,82,no,no,telephone,unknown,yes
32,single,secondary,no,1088,yes,no,cellular,success,yes
33,single,tertiary,no,562,yes,yes,cellular,failure,yes
33,single,tertiary,no,718,yes,no,cellular,success,yes
57,married,unknown,no,230,no,no,cellular,failure,yes
55,married,tertiary,no,3848,yes,no,cellular,unknown,yes
36,single,tertiary,no,579,no,no,unknown,unknown,yes
26,single,tertiary,no,1646,no,no,cellular,success,yes
35,married,secondary,no,2201,no,no,telephone,unknown,yes
49,married,secondary,no,197,yes,no,cellular,failure,yes
30,single,tertiary,no,3779,no,no,cellular,unknown,yes
40,married,tertiary,no,11766,yes,no,cellular,failure,yes
38,married,tertiary,no,413,no,no,cellular,failure,yes
35,single,tertiary,no,670,no,no,cellular,success,yes
36,single,unknown,no,62,no,no,cellular,unknown,yes
38,married,secondary,no,497,no,no,unknown,unknown,yes
59,married,secondary,no,1,no,no,cellular,failure,yes
30,single,tertiary,no,232,no,no,cellular,unknown,yes
39,married,secondary,no,603,no,yes,cellular,unknown,yes
22,single,secondary,no,129,no,no,cellular,success,yes
22,single,tertiary,no,104,no,yes,cellular,unknown,yes
22,single,primary,no,3472,no,no,cellular,success,yes
55,divorced,secondary,no,309,no,no,cellular,success,yes
38,single,secondary,no,1711,no,no,cellular,success,yes
25,single,unknown,no,722,no,no,telephone,unknown,yes
52,married,secondary,no,371,yes,yes,cellular,success,yes
26,single,tertiary,no,194,no,no,cellular,unknown,yes
40,married,tertiary,no,206,no,no,cellular,success,yes
31,single,secondary,no,410,no,no,cellular,unknown,yes
73,married,primary,no,796,no,no,cellular,success,yes
77,married,unknown,no,1780,yes,no,cellular,success,yes
46,divorced,primary,no,429,yes,no,cellular,success,yes
26,single,tertiary,no,222,no,no,cellular,failure,yes
45,single,secondary,no,0,yes,no,cellular,failure,yes
29,single,tertiary,no,1445,no,no,cellular,success,yes
30,single,tertiary,no,655,no,no,cellular,success,yes
37,single,secondary,no,2722,no,no,telephone,other,yes
26,single,tertiary,no,1438,no,no,cellular,other,yes
61,married,secondary,no,1058,no,no,cellular,unknown,yes
76,married,unknown,no,4984,no,no,telephone,success,yes
64,married,secondary,no,4787,no,no,cellular,success,yes
55,married,secondary,no,962,yes,no,cellular,success,yes
55,married,tertiary,no,1320,no,no,cellular,unknown,yes
41,married,tertiary,no,0,yes,no,telephone,other,yes
40,single,tertiary,no,72,no,no,cellular,unknown,yes
30,married,tertiary,no,4328,no,no,cellular,other,yes
48,married,secondary,no,1730,yes,no,cellular,success,yes
29,single,tertiary,no,19,no,no,cellular,success,yes
33,married,secondary,no,1697,no,no,cellular,success,yes
80,married,primary,no,155,no,no,telephone,success,yes
33,married,tertiary,no,79,yes,no,cellular,success,yes
41,single,tertiary,no,1646,yes,no,cellular,success,yes
74,married,secondary,no,935,no,no,cellular,failure,yes
72,married,primary,no,2304,no,no,telephone,unknown,yes
37,married,tertiary,no,88,no,no,cellular,other,yes
37,married,tertiary,no,2283,no,no,cellular,failure,yes
32,married,secondary,no,473,no,yes,cellular,unknown,yes
35,married,tertiary,no,62,no,no,cellular,success,yes
46,married,tertiary,no,273,yes,no,cellular,success,yes
44,single,secondary,no,618,no,no,cellular,unknown,yes
78,divorced,secondary,no,3417,no,no,cellular,success,yes
66,married,secondary,no,587,no,no,cellular,success,yes
54,married,tertiary,no,1624,no,no,cellular,success,yes
31,married,secondary,no,136,no,no,cellular,failure,yes
33,married,secondary,no,386,no,no,cellular,success,yes
19,single,primary,no,608,no,no,cellular,success,yes
24,single,secondary,no,598,no,no,cellular,success,yes
29,single,tertiary,no,3290,no,no,cellular,success,yes
54,divorced,primary,no,4401,no,no,telephone,success,yes
54,married,secondary,no,2206,no,no,cellular,success,yes
77,married,primary,no,3324,no,no,cellular,success,yes
63,divorced,tertiary,no,0,no,no,cellular,success,yes
37,married,tertiary,no,2987,yes,no,cellular,success,yes
28,single,secondary,no,2335,no,no,cellular,unknown,yes
35,married,tertiary,no,8000,no,no,cellular,success,yes
68,married,secondary,no,1146,no,no,cellular,success,yes
37,single,tertiary,no,197,no,no,cellular,success,yes
37,married,tertiary,no,393,yes,no,cellular,failure,yes
37,married,tertiary,no,29,no,no,cellular,other,yes
50,married,secondary,no,3608,yes,no,cellular,success,yes
57,married,primary,no,9367,no,no,cellular,success,yes
24,single,tertiary,no,1,no,no,cellular,unknown,yes
46,married,tertiary,no,349,no,no,cellular,success,yes
56,married,secondary,no,448,yes,yes,cellular,other,yes
72,married,secondary,no,5715,no,no,cellular,success,yes
38,married,tertiary,no,1276,no,no,cellular,success,yes
33,single,tertiary,no,2364,no,no,cellular,unknown,yes
53,married,secondary,no,53,yes,no,cellular,unknown,yes
84,divorced,primary,no,639,no,no,telephone,unknown,yes
30,single,secondary,no,3144,no,no,cellular,unknown,yes
78,married,unknown,no,3208,no,no,telephone,unknown,yes
47,married,secondary,no,1568,yes,no,cellular,success,yes
46,married,secondary,no,706,no,no,cellular,failure,yes
31,single,secondary,no,2616,no,no,cellular,other,yes
21,single,secondary,no,215,no,no,cellular,success,yes
71,married,primary,no,3230,no,no,cellular,failure,yes
27,single,tertiary,no,2781,yes,no,cellular,failure,yes
60,married,secondary,no,0,no,no,cellular,unknown,yes
28,single,secondary,no,1925,no,no,cellular,failure,yes
30,single,secondary,no,265,yes,no,cellular,success,yes
52,married,tertiary,no,388,no,no,cellular,unknown,yes
59,married,primary,no,1727,no,no,telephone,failure,yes
33,single,secondary,no,2881,no,no,cellular,success,yes
28,married,secondary,no,742,no,no,cellular,unknown,yes
32,single,secondary,no,344,no,no,cellular,unknown,yes
54,married,secondary,no,3538,no,no,cellular,unknown,yes
47,divorced,unknown,no,973,no,no,cellular,failure,yes
28,single,tertiary,no,128,no,no,cellular,failure,yes
63,married,secondary,no,641,no,no,cellular,unknown,yes
29,single,tertiary,no,455,no,no,telephone,success,yes
23,single,secondary,no,922,no,no,cellular,failure,yes
48,married,secondary,no,0,no,no,cellular,unknown,yes
26,single,secondary,no,4613,no,no,cellular,other,yes
28,single,secondary,no,-46,yes,no,cellular,success,yes
31,single,tertiary,no,515,no,no,cellular,unknown,yes
49,single,tertiary,no,228,yes,no,cellular,success,yes
27,single,tertiary,no,644,no,no,cellular,success,yes
51,married,tertiary,no,0,no,no,unknown,unknown,yes
36,divorced,secondary,no,2823,yes,no,cellular,failure,yes
63,divorced,secondary,no,1490,no,no,cellular,unknown,yes
63,married,primary,no,48,no,no,cellular,unknown,yes
31,married,tertiary,no,877,no,no,cellular,other,yes
39,married,secondary,no,276,no,no,cellular,unknown,yes
30,single,secondary,no,2371,no,no,cellular,other,yes
21,single,unknown,no,53,no,no,cellular,unknown,yes
27,single,unknown,no,861,no,no,cellular,unknown,yes
68,divorced,primary,no,2027,no,no,cellular,success,yes
37,married,tertiary,no,3221,no,no,cellular,other,yes
27,single,tertiary,no,1720,no,no,cellular,success,yes
45,single,tertiary,no,2033,no,no,cellular,success,yes
64,married,secondary,no,3189,no,no,telephone,unknown,yes
38,divorced,tertiary,no,2946,no,no,cellular,unknown,yes
66,married,primary,no,1230,no,no,cellular,success,yes
24,single,secondary,no,403,no,no,unknown,unknown,yes
30,divorced,secondary,no,436,yes,no,cellular,unknown,yes
34,married,tertiary,no,3301,yes,no,cellular,failure,yes
32,single,tertiary,no,705,no,no,cellular,unknown,yes
52,married,secondary,no,955,no,yes,cellular,success,yes
25,single,secondary,no,303,no,no,cellular,success,yes
64,divorced,primary,no,109,no,no,cellular,success,yes
30,single,secondary,no,315,no,no,cellular,unknown,yes
36,single,tertiary,no,538,no,no,cellular,success,yes
59,married,tertiary,no,5397,no,no,cellular,unknown,yes
43,married,secondary,no,774,no,no,cellular,success,yes
27,single,secondary,no,3145,no,no,cellular,success,yes
37,married,tertiary,no,122,no,no,cellular,other,yes
38,single,tertiary,no,623,no,no,cellular,other,yes
48,single,tertiary,no,86,no,no,cellular,other,yes
39,single,tertiary,no,393,no,no,cellular,success,yes
26,single,tertiary,no,222,no,no,cellular,success,yes
68,divorced,primary,no,476,no,no,telephone,unknown,yes
22,single,secondary,no,1796,no,no,cellular,unknown,yes
31,single,secondary,no,54,yes,no,cellular,unknown,yes
58,married,primary,no,3109,no,no,cellular,success,yes
41,married,secondary,no,3126,yes,no,cellular,failure,yes
23,single,secondary,no,488,no,no,cellular,success,yes
32,single,tertiary,no,64,no,no,cellular,failure,yes
48,single,secondary,no,1544,yes,no,telephone,failure,yes
43,single,tertiary,no,0,no,no,cellular,failure,yes
74,divorced,primary,no,29080,no,no,cellular,other,yes
32,single,tertiary,no,12569,no,no,cellular,success,yes
63,married,secondary,no,2896,no,no,cellular,success,yes
53,divorced,secondary,no,36,yes,yes,unknown,success,yes
28,single,secondary,no,196,no,no,cellular,unknown,yes
43,divorced,unknown,no,4389,no,no,telephone,success,yes
26,single,secondary,no,463,no,yes,cellular,unknown,yes
31,single,secondary,no,3511,no,no,cellular,unknown,yes
39,divorced,tertiary,no,224,no,no,cellular,success,yes
24,single,tertiary,no,674,yes,no,cellular,unknown,yes
60,married,secondary,no,259,no,no,cellular,success,yes
37,married,secondary,no,432,yes,no,cellular,failure,yes
29,single,tertiary,no,1808,no,no,cellular,success,yes
71,divorced,unknown,no,392,no,no,telephone,unknown,yes
47,single,tertiary,no,6651,no,no,cellular,failure,yes
70,married,primary,no,2795,no,no,cellular,success,yes
31,married,tertiary,no,2666,no,no,telephone,other,yes
19,single,secondary,no,372,no,no,telephone,unknown,yes
35,single,unknown,no,484,no,no,cellular,failure,yes
38,married,secondary,no,1767,yes,no,cellular,success,yes
35,married,tertiary,no,2427,no,no,cellular,other,yes
57,married,secondary,no,1044,no,no,telephone,success,yes
36,married,tertiary,no,93,no,no,cellular,failure,yes
31,single,tertiary,no,2907,yes,no,cellular,failure,yes
65,divorced,secondary,no,828,no,no,cellular,unknown,yes
25,single,secondary,no,1857,yes,no,cellular,success,yes
36,single,unknown,no,62,no,no,cellular,success,yes
40,married,tertiary,no,4539,no,no,cellular,failure,yes
26,single,secondary,no,2007,no,no,cellular,success,yes
70,divorced,primary,no,482,no,no,telephone,success,yes
24,single,primary,no,1235,no,no,cellular,other,yes
23,single,secondary,no,1298,no,no,cellular,unknown,yes
41,single,secondary,no,5329,no,no,cellular,unknown,yes
53,married,primary,no,6181,no,no,cellular,other,yes
27,single,unknown,no,132,no,no,cellular,unknown,yes
28,single,secondary,no,205,no,no,cellular,other,yes
60,divorced,tertiary,no,979,yes,no,cellular,success,yes
47,married,secondary,no,3676,no,no,cellular,other,yes
31,single,secondary,no,2544,no,no,cellular,success,yes
68,married,secondary,no,2469,yes,no,telephone,unknown,yes
63,married,secondary,no,180,no,no,cellular,success,yes
42,married,secondary,no,1289,no,no,cellular,failure,yes
29,single,secondary,no,658,no,no,cellular,other,yes
61,married,secondary,no,938,no,no,cellular,success,yes
35,married,secondary,no,2918,no,yes,cellular,success,yes
43,married,tertiary,no,0,no,no,cellular,failure,yes
22,single,primary,no,423,no,no,cellular,success,yes
31,divorced,tertiary,no,414,no,yes,cellular,unknown,yes
37,married,tertiary,no,0,no,no,cellular,success,yes
39,married,secondary,no,2467,no,no,cellular,other,yes
42,married,unknown,no,1519,no,no,cellular,unknown,yes
60,married,unknown,no,478,no,no,cellular,failure,yes
32,married,tertiary,no,762,no,no,cellular,unknown,yes
45,married,tertiary,no,31472,no,no,cellular,unknown,yes
49,divorced,tertiary,no,300,no,no,cellular,unknown,yes
35,single,secondary,no,321,no,no,cellular,other,yes
24,single,secondary,no,1295,no,no,cellular,success,yes
43,married,tertiary,no,839,no,no,cellular,unknown,yes
54,divorced,tertiary,no,5475,no,no,cellular,unknown,yes
38,married,tertiary,no,536,yes,no,cellular,unknown,yes
36,married,tertiary,no,203,no,no,cellular,success,yes
37,single,tertiary,no,0,yes,no,cellular,unknown,yes
41,married,secondary,no,14968,no,no,cellular,unknown,yes
30,single,tertiary,no,3026,no,no,cellular,failure,yes
82,married,primary,no,243,no,no,cellular,success,yes
56,married,secondary,no,393,no,yes,cellular,failure,yes
37,married,secondary,no,1707,yes,no,cellular,failure,yes
46,married,unknown,no,5511,no,no,cellular,success,yes
23,single,secondary,no,794,no,no,cellular,other,yes
33,single,unknown,no,2297,no,no,cellular,unknown,yes
45,married,secondary,no,2776,yes,no,cellular,success,yes
46,married,unknown,no,3308,no,no,cellular,unknown,yes
55,married,tertiary,no,1320,no,no,cellular,success,yes
39,married,primary,no,7005,yes,no,cellular,success,yes
82,divorced,primary,no,1381,no,no,cellular,failure,yes
27,single,secondary,no,204,no,no,cellular,unknown,yes
26,married,secondary,no,267,yes,no,cellular,unknown,yes
22,single,tertiary,no,993,no,no,cellular,other,yes
53,married,primary,no,306,no,no,cellular,success,yes
64,married,secondary,no,1574,no,no,telephone,unknown,yes
57,married,tertiary,no,1181,no,no,cellular,success,yes
31,single,tertiary,no,1761,yes,no,telephone,failure,yes
61,married,unknown,no,4629,yes,no,cellular,success,yes
35,single,tertiary,no,154,no,no,cellular,failure,yes
32,married,tertiary,no,6138,no,no,cellular,failure,yes
25,single,unknown,no,2022,no,no,cellular,other,yes
61,married,unknown,no,264,no,no,telephone,success,yes
69,married,tertiary,no,482,no,no,cellular,failure,yes
71,married,secondary,no,3020,no,no,telephone,failure,yes
64,married,primary,no,12067,no,no,telephone,success,yes
35,single,secondary,no,1227,no,no,cellular,success,yes
22,single,unknown,no,1232,no,no,cellular,other,yes
34,single,tertiary,no,275,no,no,cellular,other,yes
55,married,unknown,no,240,yes,no,cellular,success,yes
63,married,tertiary,no,2785,no,no,cellular,success,yes
37,single,tertiary,no,62,yes,no,cellular,success,yes
29,single,secondary,no,1377,yes,no,cellular,success,yes
29,single,tertiary,no,163,no,no,cellular,unknown,yes
38,married,tertiary,no,1199,no,no,cellular,unknown,yes
34,married,secondary,no,0,yes,no,cellular,failure,yes
42,married,tertiary,no,372,yes,no,cellular,unknown,yes
68,married,tertiary,no,2812,no,no,cellular,success,yes
60,married,secondary,no,0,no,no,telephone,failure,yes
34,married,tertiary,no,69,no,yes,cellular,success,yes
43,married,primary,no,2952,no,no,cellular,other,yes
68,married,tertiary,no,2812,no,no,cellular,success,yes
38,married,tertiary,no,1199,no,no,cellular,success,yes
30,single,tertiary,no,1788,no,no,cellular,failure,yes
45,married,secondary,no,205,no,no,cellular,success,yes
38,married,tertiary,no,238,no,no,cellular,failure,yes
49,married,secondary,no,1730,yes,no,cellular,success,yes
30,single,tertiary,no,19,no,no,cellular,success,yes
35,single,tertiary,no,415,no,no,cellular,success,yes
32,married,tertiary,no,1812,no,no,cellular,other,yes
93,married,unknown,no,775,no,no,cellular,success,yes
48,single,primary,no,46,no,no,cellular,success,yes
38,married,secondary,no,4017,no,no,cellular,success,yes
42,married,tertiary,no,372,yes,no,cellular,success,yes
34,married,secondary,no,0,yes,no,cellular,success,yes
36,married,secondary,no,394,no,no,cellular,unknown,yes
33,single,secondary,no,2979,no,no,cellular,failure,yes
41,married,tertiary,no,1092,no,no,cellular,unknown,yes
29,single,tertiary,no,2196,no,no,cellular,unknown,yes
21,single,tertiary,no,2077,no,no,cellular,unknown,yes
37,married,tertiary,no,2283,no,no,cellular,success,yes
33,married,secondary,no,1536,no,no,cellular,success,yes
45,married,secondary,no,446,no,no,cellular,unknown,yes
27,single,tertiary,no,401,no,no,cellular,success,yes
22,single,secondary,no,216,no,no,cellular,success,yes
45,married,secondary,no,476,no,no,cellular,other,yes
35,single,secondary,no,-32,no,yes,cellular,success,yes
31,single,secondary,no,228,no,no,cellular,other,yes
62,married,tertiary,no,1859,no,no,telephone,unknown,yes
57,married,unknown,no,2038,no,no,cellular,failure,yes
60,married,secondary,no,824,yes,no,cellular,success,yes
44,married,tertiary,no,121,no,no,cellular,unknown,yes
33,married,tertiary,no,1514,no,no,cellular,failure,yes
30,single,tertiary,no,2325,no,no,cellular,failure,yes
22,single,secondary,no,2138,no,yes,cellular,other,yes
61,married,secondary,no,1853,no,no,telephone,success,yes
24,single,secondary,no,1925,no,no,cellular,unknown,yes
65,married,tertiary,no,2331,no,no,telephone,success,yes
70,married,primary,no,324,no,no,cellular,other,yes
60,married,secondary,no,116,no,no,cellular,success,yes
51,married,tertiary,no,346,no,no,cellular,success,yes
36,single,tertiary,no,353,no,no,cellular,success,yes
35,married,tertiary,no,7050,no,no,cellular,success,yes
43,married,secondary,no,413,yes,no,cellular,success,yes
77,married,primary,no,2590,no,no,telephone,failure,yes
75,married,secondary,no,291,no,no,cellular,success,yes
35,married,tertiary,no,2427,no,no,cellular,success,yes
41,married,secondary,no,2498,no,no,cellular,unknown,yes
26,single,secondary,no,632,no,no,cellular,success,yes
44,married,tertiary,no,1791,no,no,telephone,success,yes
67,divorced,secondary,no,5275,no,no,cellular,unknown,yes
42,divorced,secondary,no,2129,no,no,cellular,other,yes
35,married,tertiary,no,2717,no,no,cellular,unknown,yes
37,married,tertiary,no,341,no,no,cellular,success,yes
60,divorced,secondary,no,367,no,no,cellular,unknown,yes
33,married,secondary,no,484,yes,no,cellular,success,yes
65,married,primary,no,1760,no,no,cellular,unknown,yes
36,single,tertiary,no,364,no,yes,cellular,failure,yes
52,married,tertiary,no,4012,no,no,cellular,other,yes
34,single,tertiary,no,625,no,yes,unknown,unknown,yes
28,single,tertiary,no,1584,yes,no,cellular,unknown,yes
60,married,tertiary,no,315,no,no,cellular,success,yes
34,married,tertiary,no,589,no,no,cellular,other,yes
31,single,secondary,no,-205,no,no,cellular,failure,yes
28,single,secondary,no,-46,yes,no,cellular,success,yes
55,married,secondary,no,8304,no,no,cellular,success,yes
65,married,primary,no,308,no,no,cellular,unknown,yes
33,single,tertiary,no,272,yes,no,cellular,success,yes
33,single,tertiary,no,1623,yes,no,cellular,unknown,yes
25,single,secondary,no,2975,no,no,cellular,unknown,yes
41,single,tertiary,no,7968,no,no,cellular,success,yes
25,single,secondary,no,154,no,no,cellular,success,yes
27,single,tertiary,no,5169,yes,no,cellular,success,yes
39,single,secondary,no,91,no,no,cellular,success,yes
43,married,secondary,no,4945,yes,no,cellular,success,yes
52,married,unknown,no,1708,no,no,unknown,failure,yes
29,single,unknown,no,1584,no,no,cellular,unknown,yes
32,married,secondary,no,390,no,no,cellular,failure,yes
65,married,secondary,no,952,no,no,cellular,success,yes
33,single,secondary,no,329,no,no,cellular,other,yes
45,married,tertiary,no,406,no,no,cellular,unknown,yes
28,single,tertiary,no,890,yes,no,cellular,unknown,yes
32,married,primary,no,1644,no,no,cellular,other,yes
51,single,tertiary,no,151,yes,no,cellular,success,yes
38,married,secondary,no,0,yes,no,cellular,success,yes
34,divorced,tertiary,no,2240,no,no,cellular,success,yes
60,married,secondary,no,957,no,no,cellular,success,yes
24,single,secondary,no,689,no,no,cellular,unknown,yes
36,married,tertiary,no,2161,no,no,cellular,success,yes
46,single,unknown,no,1527,no,no,cellular,success,yes
80,married,secondary,no,8304,no,no,telephone,success,yes
39,married,tertiary,no,494,no,no,cellular,success,yes
24,single,tertiary,no,834,no,no,cellular,unknown,yes
37,married,secondary,no,1978,no,no,cellular,success,yes
24,single,secondary,no,139,no,no,cellular,unknown,yes
33,single,secondary,no,2066,no,yes,cellular,failure,yes
64,married,primary,no,48,no,no,cellular,success,yes
48,married,primary,no,235,no,no,cellular,success,yes
28,married,secondary,no,1595,no,no,cellular,success,yes
69,married,unknown,no,426,no,no,telephone,success,yes
28,single,tertiary,no,187,no,no,cellular,success,yes
37,single,tertiary,no,1189,no,no,cellular,other,yes
25,single,secondary,no,486,no,no,cellular,failure,yes
67,married,unknown,no,2540,no,no,telephone,success,yes
68,divorced,primary,no,2027,no,no,cellular,success,yes
21,single,unknown,no,1506,no,no,cellular,unknown,yes
74,married,tertiary,no,1843,no,no,cellular,success,yes
40,married,tertiary,no,3585,no,no,cellular,unknown,yes
35,married,secondary,no,262,no,no,cellular,failure,yes
63,divorced,secondary,no,4680,no,no,cellular,unknown,yes
24,single,secondary,no,8165,no,no,cellular,unknown,yes
31,single,tertiary,no,3340,no,no,cellular,success,yes
78,divorced,primary,no,527,no,no,cellular,unknown,yes
35,married,unknown,no,2326,yes,yes,cellular,unknown,yes
28,single,secondary,no,127,no,no,cellular,unknown,yes
41,married,tertiary,no,0,no,no,cellular,other,yes
31,single,tertiary,no,4951,no,no,cellular,failure,yes
81,married,primary,no,1154,no,no,telephone,unknown,yes
46,divorced,tertiary,no,624,no,no,cellular,success,yes
46,married,primary,no,4343,yes,no,unknown,unknown,yes
40,married,secondary,no,6403,no,no,cellular,unknown,yes
41,married,secondary,no,1819,no,no,cellular,failure,yes
27,married,tertiary,no,802,no,no,cellular,unknown,yes
36,single,tertiary,no,5958,yes,no,cellular,success,yes
60,married,secondary,no,3735,no,no,cellular,success,yes
55,married,secondary,no,2693,no,no,cellular,success,yes
58,married,secondary,no,99,no,no,telephone,unknown,yes
26,single,tertiary,no,1027,no,no,cellular,unknown,yes
54,single,secondary,no,0,no,no,cellular,unknown,yes
33,single,tertiary,no,224,no,no,cellular,success,yes
29,single,secondary,no,1055,no,no,cellular,failure,yes
59,married,tertiary,no,5397,no,no,cellular,success,yes
37,single,unknown,no,217,no,no,cellular,unknown,yes
30,single,tertiary,no,655,no,no,cellular,success,yes
49,married,tertiary,no,1167,yes,yes,cellular,success,yes
55,divorced,secondary,no,0,no,no,cellular,success,yes
81,divorced,primary,no,949,no,no,cellular,other,yes
24,single,tertiary,no,393,no,no,cellular,unknown,yes
38,married,secondary,no,2678,no,no,cellular,success,yes
61,married,secondary,no,11,no,no,cellular,success,yes
29,single,secondary,no,1934,no,no,cellular,unknown,yes
71,married,secondary,no,1696,no,no,cellular,unknown,yes
47,married,tertiary,no,1011,no,no,cellular,unknown,yes
32,single,unknown,no,491,no,no,cellular,success,yes
58,divorced,secondary,no,3337,yes,no,telephone,failure,yes
48,married,secondary,no,368,no,no,cellular,success,yes
28,single,unknown,no,326,no,no,cellular,success,yes
67,married,secondary,no,203,no,no,cellular,success,yes
30,single,tertiary,no,502,no,no,cellular,success,yes
24,single,secondary,no,1809,no,no,cellular,success,yes
33,single,tertiary,no,816,yes,no,cellular,failure,yes
62,divorced,tertiary,no,6,yes,no,cellular,success,yes
26,single,secondary,no,2007,no,no,cellular,success,yes
38,married,tertiary,no,413,no,no,cellular,success,yes
28,single,tertiary,no,159,no,no,cellular,other,yes
27,single,secondary,no,643,no,no,telephone,success,yes
42,married,secondary,no,1289,no,no,cellular,success,yes
45,single,tertiary,no,2048,yes,no,cellular,failure,yes
43,married,tertiary,no,0,no,no,cellular,success,yes
64,married,secondary,no,466,yes,no,cellular,unknown,yes
39,divorced,secondary,no,728,yes,yes,cellular,unknown,yes
27,single,tertiary,no,107,no,no,cellular,unknown,yes
29,single,secondary,no,1925,no,no,cellular,success,yes
52,married,secondary,no,335,no,no,cellular,failure,yes
52,married,secondary,no,371,yes,yes,cellular,success,yes
54,divorced,tertiary,no,5475,no,no,cellular,success,yes
34,single,secondary,no,1279,yes,no,cellular,success,yes
59,married,secondary,no,496,no,no,cellular,success,yes
29,single,tertiary,no,455,no,no,cellular,success,yes
38,married,tertiary,no,536,yes,no,cellular,success,yes
43,single,tertiary,no,2081,no,no,cellular,unknown,yes
63,married,secondary,no,1495,no,no,cellular,other,yes
61,married,tertiary,no,10861,no,no,cellular,success,yes
74,married,secondary,no,935,no,no,cellular,success,yes
25,single,secondary,no,679,no,no,cellular,other,yes
26,single,tertiary,no,222,no,no,cellular,success,yes
47,married,secondary,no,1210,no,no,cellular,failure,yes
27,single,primary,no,232,yes,no,cellular,unknown,yes
40,divorced,tertiary,no,858,no,no,cellular,unknown,yes
24,single,secondary,no,822,no,no,cellular,failure,yes
70,married,secondary,no,0,no,no,cellular,success,yes
63,married,secondary,no,3904,no,no,telephone,success,yes
41,single,tertiary,no,79,no,no,telephone,success,yes
38,single,secondary,no,2543,no,no,cellular,success,yes
54,married,secondary,no,66,yes,no,cellular,unknown,yes
36,divorced,secondary,no,1224,yes,no,cellular,success,yes
34,married,secondary,no,133,no,no,cellular,success,yes
60,married,tertiary,no,4256,yes,no,cellular,success,yes
32,single,secondary,no,1168,yes,no,cellular,unknown,yes
29,single,tertiary,no,765,no,no,cellular,unknown,yes
28,single,tertiary,no,159,no,no,cellular,success,yes
68,married,secondary,no,1146,no,no,cellular,success,yes
36,single,secondary,no,1511,yes,no,cellular,unknown,yes
53,married,tertiary,no,583,no,no,cellular,success,yes
25,single,secondary,no,505,no,yes,cellular,unknown,yes
72,married,secondary,no,5715,no,no,cellular,success,yes
56,married,secondary,no,45,no,no,unknown,unknown,yes
60,divorced,secondary,no,545,yes,no,unknown,unknown,yes
38,single,secondary,no,100,yes,no,unknown,unknown,yes
29,married,tertiary,no,199,yes,yes,unknown,unknown,yes
28,divorced,secondary,no,785,yes,no,unknown,unknown,yes
43,married,primary,no,-192,yes,no,unknown,unknown,yes
33,divorced,primary,no,390,yes,no,unknown,unknown,yes
35,married,primary,no,414,no,no,unknown,unknown,yes
34,divorced,secondary,no,383,yes,no,unknown,unknown,yes
48,married,tertiary,no,1949,yes,no,unknown,unknown,yes
36,married,secondary,no,1165,yes,no,unknown,unknown,yes
46,married,primary,no,369,yes,no,unknown,unknown,yes
35,divorced,primary,no,300,yes,no,unknown,unknown,yes
59,married,secondary,no,1521,yes,yes,unknown,unknown,yes
48,married,secondary,no,1405,yes,no,unknown,unknown,yes
57,married,tertiary,no,-1,no,no,unknown,unknown,yes
33,married,tertiary,no,273,yes,no,unknown,unknown,yes
24,married,primary,no,656,yes,no,unknown,unknown,yes
47,married,secondary,no,863,yes,no,unknown,unknown,yes
44,divorced,secondary,no,982,yes,no,unknown,unknown,yes
41,married,primary,no,1250,yes,no,unknown,unknown,yes
37,single,secondary,no,1211,yes,no,unknown,unknown,yes
